alertid,date,time,sessionduration,spoofed,category,address,sport,Address category,Address address,dport,Service name,impact,version,Alert version,ident,name
146,03/07/2000,10:50:03,00:00:01,unknown,ipv4-addr,172.16.115.20,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
147,03/07/2000,10:50:04,00:00:01,unknown,ipv4-addr,172.16.115.20,1021,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
148,03/07/2000,10:50:06,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.115.20,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
149,03/07/2000,10:50:07,00:00:00,unknown,ipv4-addr,202.77.162.213,1022,ipv4-addr,172.16.115.20,1021,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
150,03/07/2000,10:50:21,00:00:01,unknown,ipv4-addr,202.77.162.213,47502,ipv4-addr,172.16.112.10,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
151,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.115.20,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
152,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,202.77.162.213,1022,ipv4-addr,172.16.115.20,1020,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
153,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,172.16.115.20,33786,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
154,03/07/2000,10:50:21,00:00:00,unknown,ipv4-addr,172.16.112.10,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
155,03/07/2000,10:50:21,00:00:01,unknown,ipv4-addr,172.16.112.10,1022,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
156,03/07/2000,10:50:37,00:00:01,unknown,ipv4-addr,202.77.162.213,47512,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
157,03/07/2000,10:50:37,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.112.10,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
158,03/07/2000,10:50:37,00:00:00,unknown,ipv4-addr,172.16.112.10,1022,ipv4-addr,202.77.162.213,1022,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
159,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.10,32826,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
160,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
161,03/07/2000,10:50:38,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
162,03/07/2000,10:50:53,00:00:01,unknown,ipv4-addr,202.77.162.213,1023,ipv4-addr,172.16.112.50,514,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
163,03/07/2000,10:50:53,00:00:00,unknown,ipv4-addr,172.16.112.50,1023,ipv4-addr,202.77.162.213,1022,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
164,03/07/2000,10:50:54,00:00:00,unknown,ipv4-addr,172.16.112.50,34459,ipv4-addr,255.255.255.255,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
165,04/16/2000,15:05:44,00:00:00,unknown,ipv4-addr,202.77.162.213,63517,ipv4-addr,172.16.115.20,53,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
166,04/16/2000,15:05:44,00:00:00,unknown,ipv4-addr,202.77.162.213,63518,ipv4-addr,172.16.115.20,53,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
167,04/16/2000,15:17:44,00:00:00,unknown,ipv4-addr,202.77.162.213,33894,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
168,04/16/2000,15:17:44,00:00:00,unknown,ipv4-addr,202.77.162.213,33896,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
169,04/16/2000,15:17:46,00:00:00,unknown,ipv4-addr,202.77.162.213,33910,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
170,04/16/2000,15:17:46,00:00:00,unknown,ipv4-addr,202.77.162.213,33912,ipv4-addr,172.16.115.20,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
171,04/16/2000,15:29:48,00:00:00,unknown,ipv4-addr,202.77.162.213,65267,ipv4-addr,172.16.115.20,21,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
172,04/16/2000,15:29:48,00:00:00,unknown,ipv4-addr,202.77.162.213,65268,ipv4-addr,172.16.115.20,20,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
173,04/16/2000,15:41:48,00:00:48,unknown,ipv4-addr,202.77.162.213,32650,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
174,04/16/2000,15:42:51,00:00:00,unknown,ipv4-addr,172.16.115.20,33368,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
175,04/16/2000,15:42:51,00:00:00,unknown,ipv4-addr,172.16.115.20,33368,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
176,04/16/2000,15:42:52,00:00:00,unknown,ipv4-addr,172.16.115.20,33369,ipv4-addr,172.16.112.50,111,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
177,04/16/2000,15:42:52,00:00:00,unknown,ipv4-addr,172.16.115.20,33369,ipv4-addr,172.16.112.50,32773,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
178,04/16/2000,15:44:53,00:00:00,unknown,ipv4-addr,172.16.115.20,32839,ipv4-addr,172.16.112.50,21,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
179,04/16/2000,15:44:53,00:00:00,unknown,ipv4-addr,172.16.115.20,32840,ipv4-addr,172.16.112.50,20,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
180,04/16/2000,15:44:53,00:00:04,unknown,ipv4-addr,172.16.115.20,32841,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
181,04/16/2000,15:44:55,00:00:00,unknown,ipv4-addr,172.16.112.50,33345,ipv4-addr,172.16.115.20,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
182,04/16/2000,16:04:43,00:08:08,unknown,ipv4-addr,202.77.162.213,34888,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
183,04/16/2000,16:05:09,00:00:29,unknown,ipv4-addr,172.16.115.20,32844,ipv4-addr,172.16.112.50,23,tcp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
184,04/16/2000,16:05:36,00:00:00,unknown,ipv4-addr,172.16.112.50,33370,ipv4-addr,172.16.115.20,9325,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
185,04/16/2000,16:06:15,00:00:00,unknown,ipv4-addr,172.16.115.20,33387,ipv4-addr,172.16.112.50,7983,udp,unknown,0.1,1,tcpdump_inside,tcpdump_inside
186,04/16/2000,16:06:15,00:00:00,unknown,ipv4-addr,172.16.112.50,,ipv4-addr,172.16.115.20,,icmp-destination-unreachable,unknown,0.1,1,tcpdump_inside,tcpdump_inside
187,04/16/2000,15:05:47,00:00:00,unknown,ipv4-addr,202.77.162.213,1334,ipv4-addr,172.16.115.20,53,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
188,04/16/2000,15:05:47,00:00:00,unknown,ipv4-addr,202.77.162.213,1335,ipv4-addr,172.16.115.20,53,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
189,04/16/2000,15:17:47,00:00:00,unknown,ipv4-addr,202.77.162.213,822,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
190,04/16/2000,15:17:47,00:00:00,unknown,ipv4-addr,202.77.162.213,823,ipv4-addr,172.16.115.20,33895,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
191,04/16/2000,15:17:49,00:00:00,unknown,ipv4-addr,202.77.162.213,823,ipv4-addr,172.16.115.20,111,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
192,04/16/2000,15:17:49,00:00:00,unknown,ipv4-addr,202.77.162.213,824,ipv4-addr,172.16.115.20,33911,udp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
193,04/16/2000,15:29:51,00:00:00,unknown,ipv4-addr,202.77.162.213,2299,ipv4-addr,172.16.115.20,21,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
194,04/16/2000,15:29:51,00:00:00,unknown,ipv4-addr,202.77.162.213,2338,ipv4-addr,172.16.115.20,20,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
195,04/16/2000,15:41:51,00:00:48,unknown,ipv4-addr,202.77.162.213,2400,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
196,04/16/2000,16:04:46,00:08:08,unknown,ipv4-addr,202.77.162.213,2401,ipv4-addr,172.16.115.20,23,tcp,unknown,0.1,1,tcpdump_dmz,tcpdump_dmz
